"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","Growth.Indicator","Enrollment","Value","Tuition_Av","FX_Rate"
"2016","India","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",1020,3.24,15250,90.3733333333333
"2016","India","Glasgow Caledonian University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,8.26,15250,90.3733333333333
"2016","India","Glasgow Caledonian University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,3.24,15250,90.3733333333333
"2016","India","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",120,8.26,18500,90.3733333333333
"2016","India","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",120,3.24,18500,90.3733333333333
"2016","India","Glasgow School of Art","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,8.26,18500,90.3733333333333
"2016","India","Glasgow School of Art","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,3.24,18500,90.3733333333333
"2016","India","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",720,8.26,18250,90.3733333333333
"2016","India","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",720,3.24,18250,90.3733333333333
"2016","India","Heriot-Watt University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",120,8.26,18250,90.3733333333333
"2016","India","Heriot-Watt University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",120,3.24,18250,90.3733333333333
"2016","India","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,8.26,14500,90.3733333333333
"2016","India","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,3.24,14500,90.3733333333333
"2016","India","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,8.26,14500,90.3733333333333
"2016","India","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,3.24,14500,90.3733333333333
"2016","India","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",540,8.26,15250,90.3733333333333
"2016","India","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",540,3.24,15250,90.3733333333333
"2016","India","Robert Gordon University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",120,8.26,15250,90.3733333333333
"2016","India","Robert Gordon University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",120,3.24,15250,90.3733333333333
"2016","India","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,8.26,19500,90.3733333333333
"2016","India","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,3.24,19500,90.3733333333333
"2016","India","Royal Conservatoire of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,8.26,19500,90.3733333333333
"2016","India","Royal Conservatoire of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,3.24,19500,90.3733333333333
"2016","India","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,8.26,13750,90.3733333333333
"2016","India","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,3.24,13750,90.3733333333333
"2016","India","SRUC","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,8.26,13750,90.3733333333333
"2016","India","SRUC","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,3.24,13750,90.3733333333333
"2016","India","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",660,8.26,16500,90.3733333333333
"2016","India","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",660,3.24,16500,90.3733333333333
"2016","India","The University of Dundee","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,8.26,16500,90.3733333333333
"2016","India","The University of Dundee","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,3.24,16500,90.3733333333333
"2016","India","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",1980,8.26,17000,90.3733333333333
"2016","India","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",1980,3.24,17000,90.3733333333333
"2016","India","The University of Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",240,8.26,17000,90.3733333333333
"2016","India","The University of Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",240,3.24,17000,90.3733333333333
"2016","India","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",960,8.26,15000,90.3733333333333
"2016","India","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",960,3.24,15000,90.3733333333333
"2016","India","The University of Glasgow","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,8.26,15000,90.3733333333333
"2016","India","The University of Glasgow","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,3.24,15000,90.3733333333333
"2016","India","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",360,8.26,19500,90.3733333333333
"2016","India","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",360,3.24,19500,90.3733333333333
"2016","India","The University of St. Andrews","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,8.26,19500,90.3733333333333
"2016","India","The University of St. Andrews","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,3.24,19500,90.3733333333333
"2016","India","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",600,8.26,14500,90.3733333333333
"2016","India","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",600,3.24,14500,90.3733333333333
"2016","India","The University of Stirling","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,8.26,14500,90.3733333333333
"2016","India","The University of Stirling","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,3.24,14500,90.3733333333333
"2016","India","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",1920,8.26,14500,90.3733333333333
"2016","India","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",1920,3.24,14500,90.3733333333333
"2016","India","The University of Strathclyde","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",120,8.26,14500,90.3733333333333
"2016","India","The University of Strathclyde","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",120,3.24,14500,90.3733333333333
"2016","India","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",720,8.26,13500,90.3733333333333
"2016","India","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",720,3.24,13500,90.3733333333333
"2016","India","The University of the West of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,8.26,13500,90.3733333333333
"2016","India","The University of the West of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,3.24,13500,90.3733333333333
"2016","India","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,8.26,12750,90.3733333333333
"2016","India","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,3.24,12750,90.3733333333333
"2016","India","University of the Highlands and Islands","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,8.26,12750,90.3733333333333
"2016","India","University of the Highlands and Islands","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,3.24,12750,90.3733333333333
"2016","Japan","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,13750,146.81
"2016","Japan","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,13750,146.81
"2016","Japan","Abertay University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,13750,146.81
"2016","Japan","Abertay University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,13750,146.81
"2016","Japan","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,15000,146.81
"2016","Japan","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,15000,146.81
"2016","Japan","Edinburgh Napier University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,15000,146.81
"2016","Japan","Edinburgh Napier University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,15000,146.81
"2016","Japan","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,15250,146.81
"2016","Japan","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,15250,146.81
"2016","Japan","Glasgow Caledonian University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,15250,146.81
"2016","Japan","Glasgow Caledonian University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,15250,146.81
"2016","Japan","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,0.75,18500,146.81
"2016","Japan","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,0.42,18500,146.81
"2016","Japan","Glasgow School of Art","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,18500,146.81
"2016","Japan","Glasgow School of Art","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,18500,146.81
"2016","Japan","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,0.75,18250,146.81
"2016","Japan","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,0.42,18250,146.81
"2016","Japan","Heriot-Watt University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,18250,146.81
"2016","Japan","Heriot-Watt University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,18250,146.81
"2016","Japan","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,14500,146.81
"2016","Japan","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,14500,146.81
"2016","Japan","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,14500,146.81
"2016","Japan","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,14500,146.81
"2016","Japan","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,15250,146.81
"2016","Japan","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,15250,146.81
"2016","Japan","Robert Gordon University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,15250,146.81
"2016","Japan","Robert Gordon University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,15250,146.81
"2016","Japan","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,19500,146.81
"2016","Japan","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,19500,146.81
"2016","Japan","Royal Conservatoire of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,19500,146.81
"2016","Japan","Royal Conservatoire of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,19500,146.81
"2016","Japan","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,13750,146.81
"2016","Japan","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,13750,146.81
"2016","Japan","SRUC","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,13750,146.81
"2016","Japan","SRUC","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,13750,146.81
"2016","Japan","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,16500,146.81
"2016","Japan","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,16500,146.81
"2016","Japan","The University of Dundee","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,16500,146.81
"2016","Japan","The University of Dundee","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,16500,146.81
"2016","Japan","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",480,0.75,17000,146.81
"2016","Japan","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",480,0.42,17000,146.81
"2016","Japan","The University of Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,17000,146.81
"2016","Japan","The University of Edinburgh","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,17000,146.81
"2016","Japan","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",240,0.75,15000,146.81
"2016","Japan","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",240,0.42,15000,146.81
"2016","Japan","The University of Glasgow","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,15000,146.81
"2016","Japan","The University of Glasgow","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,15000,146.81
"2016","Japan","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",120,0.75,19500,146.81
"2016","Japan","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",120,0.42,19500,146.81
"2016","Japan","The University of St. Andrews","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,19500,146.81
"2016","Japan","The University of St. Andrews","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,19500,146.81
"2016","Japan","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",240,0.75,14500,146.81
"2016","Japan","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",240,0.42,14500,146.81
"2016","Japan","The University of Stirling","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,14500,146.81
"2016","Japan","The University of Stirling","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,14500,146.81
"2016","Japan","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,0.75,14500,146.81
"2016","Japan","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,0.42,14500,146.81
"2016","Japan","The University of Strathclyde","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,14500,146.81
"2016","Japan","The University of Strathclyde","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,14500,146.81
"2016","Japan","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,13500,146.81
"2016","Japan","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,13500,146.81
"2016","Japan","The University of the West of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,13500,146.81
"2016","Japan","The University of the West of Scotland","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,13500,146.81
"2016","Japan","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,12750,146.81
"2016","Japan","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,12750,146.81
"2016","Japan","University of the Highlands and Islands","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,0.75,12750,146.81
"2016","Japan","University of the Highlands and Islands","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,0.42,12750,146.81
"2016","Kenya","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,13750,136.373333333333
"2016","Kenya","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,13750,136.373333333333
"2016","Kenya","Abertay University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,13750,136.373333333333
"2016","Kenya","Abertay University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,13750,136.373333333333
"2016","Kenya","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,4.21,15000,136.373333333333
"2016","Kenya","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,5.85,15000,136.373333333333
"2016","Kenya","Edinburgh Napier University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,15000,136.373333333333
"2016","Kenya","Edinburgh Napier University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,15000,136.373333333333
"2016","Kenya","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",60,4.21,15250,136.373333333333
"2016","Kenya","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",60,5.85,15250,136.373333333333
"2016","Kenya","Glasgow Caledonian University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","GDP ",0,4.21,15250,136.373333333333
"2016","Kenya","Glasgow Caledonian University","All postgraduate","Part-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","Inflation ",0,5.85,15250,136.373333333333
