"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","Growth.Indicator","Enrollment","Value","Tuition_Av","FX_Rate"
"2019","Oman","The University of Dundee","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",20,-2.67,18000,0.4925
"2019","Oman","The University of Dundee","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,18000,0.4925
"2019","Oman","The University of Dundee","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,18000,0.4925
"2019","Oman","The University of Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",80,-1.13,19250,0.4925
"2019","Oman","The University of Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",80,-2.67,19250,0.4925
"2019","Oman","The University of Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,19250,0.4925
"2019","Oman","The University of Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,19250,0.4925
"2019","Oman","The University of Glasgow","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,-1.13,16500,0.4925
"2019","Oman","The University of Glasgow","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,-2.67,16500,0.4925
"2019","Oman","The University of Glasgow","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,16500,0.4925
"2019","Oman","The University of Glasgow","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,16500,0.4925
"2019","Oman","The University of St. Andrews","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,21750,0.4925
"2019","Oman","The University of St. Andrews","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,21750,0.4925
"2019","Oman","The University of St. Andrews","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,21750,0.4925
"2019","Oman","The University of St. Andrews","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,21750,0.4925
"2019","Oman","The University of Stirling","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,16000,0.4925
"2019","Oman","The University of Stirling","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,16000,0.4925
"2019","Oman","The University of Stirling","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,16000,0.4925
"2019","Oman","The University of Stirling","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,16000,0.4925
"2019","Oman","The University of Strathclyde","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,-1.13,16000,0.4925
"2019","Oman","The University of Strathclyde","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,-2.67,16000,0.4925
"2019","Oman","The University of Strathclyde","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",20,-1.13,16000,0.4925
"2019","Oman","The University of Strathclyde","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",20,-2.67,16000,0.4925
"2019","Oman","The University of the West of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,14625,0.4925
"2019","Oman","The University of the West of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,14625,0.4925
"2019","Oman","The University of the West of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,14625,0.4925
"2019","Oman","The University of the West of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,14625,0.4925
"2019","Oman","University of the Highlands and Islands","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,13875,0.4925
"2019","Oman","University of the Highlands and Islands","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,13875,0.4925
"2019","Oman","University of the Highlands and Islands","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,-1.13,13875,0.4925
"2019","Oman","University of the Highlands and Islands","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,-2.67,13875,0.4925
"2019","Pakistan","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,14875,192.549166666667
"2019","Pakistan","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,14875,192.549166666667
"2019","Pakistan","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,14875,192.549166666667
"2019","Pakistan","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,14875,192.549166666667
"2019","Pakistan","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",1260,2.5,16500,192.549166666667
"2019","Pakistan","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",1260,9.04,16500,192.549166666667
"2019","Pakistan","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,16500,192.549166666667
"2019","Pakistan","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,16500,192.549166666667
"2019","Pakistan","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",960,2.5,16375,192.549166666667
"2019","Pakistan","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",960,9.04,16375,192.549166666667
"2019","Pakistan","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,2.5,16375,192.549166666667
"2019","Pakistan","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,9.04,16375,192.549166666667
"2019","Pakistan","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,20500,192.549166666667
"2019","Pakistan","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,20500,192.549166666667
"2019","Pakistan","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,20500,192.549166666667
"2019","Pakistan","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,20500,192.549166666667
"2019","Pakistan","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",180,2.5,19750,192.549166666667
"2019","Pakistan","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",180,9.04,19750,192.549166666667
"2019","Pakistan","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,2.5,19750,192.549166666667
"2019","Pakistan","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,9.04,19750,192.549166666667
"2019","Pakistan","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,2.5,15625,192.549166666667
"2019","Pakistan","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,9.04,15625,192.549166666667
"2019","Pakistan","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,15625,192.549166666667
"2019","Pakistan","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,15625,192.549166666667
"2019","Pakistan","Robert Gordon University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",180,2.5,16375,192.549166666667
"2019","Pakistan","Robert Gordon University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",180,9.04,16375,192.549166666667
"2019","Pakistan","Robert Gordon University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,2.5,16375,192.549166666667
"2019","Pakistan","Robert Gordon University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,9.04,16375,192.549166666667
"2019","Pakistan","Royal Conservatoire of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,21750,192.549166666667
"2019","Pakistan","Royal Conservatoire of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,21750,192.549166666667
"2019","Pakistan","Royal Conservatoire of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,21750,192.549166666667
"2019","Pakistan","Royal Conservatoire of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,21750,192.549166666667
"2019","Pakistan","The University of Dundee","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",300,2.5,18000,192.549166666667
"2019","Pakistan","The University of Dundee","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",300,9.04,18000,192.549166666667
"2019","Pakistan","The University of Dundee","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,2.5,18000,192.549166666667
"2019","Pakistan","The University of Dundee","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,9.04,18000,192.549166666667
"2019","Pakistan","The University of Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",540,2.5,19250,192.549166666667
"2019","Pakistan","The University of Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",540,9.04,19250,192.549166666667
"2019","Pakistan","The University of Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",120,2.5,19250,192.549166666667
"2019","Pakistan","The University of Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",120,9.04,19250,192.549166666667
"2019","Pakistan","The University of Glasgow","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",540,2.5,16500,192.549166666667
"2019","Pakistan","The University of Glasgow","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",540,9.04,16500,192.549166666667
"2019","Pakistan","The University of Glasgow","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,2.5,16500,192.549166666667
"2019","Pakistan","The University of Glasgow","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,9.04,16500,192.549166666667
"2019","Pakistan","The University of St. Andrews","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,2.5,21750,192.549166666667
"2019","Pakistan","The University of St. Andrews","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,9.04,21750,192.549166666667
"2019","Pakistan","The University of St. Andrews","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,21750,192.549166666667
"2019","Pakistan","The University of St. Andrews","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,21750,192.549166666667
"2019","Pakistan","The University of Stirling","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",180,2.5,16000,192.549166666667
"2019","Pakistan","The University of Stirling","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",180,9.04,16000,192.549166666667
"2019","Pakistan","The University of Stirling","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,16000,192.549166666667
"2019","Pakistan","The University of Stirling","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,16000,192.549166666667
"2019","Pakistan","The University of Strathclyde","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",360,2.5,16000,192.549166666667
"2019","Pakistan","The University of Strathclyde","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",360,9.04,16000,192.549166666667
"2019","Pakistan","The University of Strathclyde","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",480,2.5,16000,192.549166666667
"2019","Pakistan","The University of Strathclyde","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",480,9.04,16000,192.549166666667
"2019","Pakistan","The University of the West of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",1020,2.5,14625,192.549166666667
"2019","Pakistan","The University of the West of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",1020,9.04,14625,192.549166666667
"2019","Pakistan","The University of the West of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",60,2.5,14625,192.549166666667
"2019","Pakistan","The University of the West of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",60,9.04,14625,192.549166666667
"2019","Pakistan","University of the Highlands and Islands","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,13875,192.549166666667
"2019","Pakistan","University of the Highlands and Islands","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,13875,192.549166666667
"2019","Pakistan","University of the Highlands and Islands","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,2.5,13875,192.549166666667
"2019","Pakistan","University of the Highlands and Islands","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,9.04,13875,192.549166666667
"2019","Tanzania","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,14875,2945.08083333333
"2019","Tanzania","Abertay University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,14875,2945.08083333333
"2019","Tanzania","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,14875,2945.08083333333
"2019","Tanzania","Abertay University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,14875,2945.08083333333
"2019","Tanzania","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16500,2945.08083333333
"2019","Tanzania","Edinburgh Napier University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16500,2945.08083333333
"2019","Tanzania","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16500,2945.08083333333
"2019","Tanzania","Edinburgh Napier University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16500,2945.08083333333
"2019","Tanzania","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16375,2945.08083333333
"2019","Tanzania","Glasgow Caledonian University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16375,2945.08083333333
"2019","Tanzania","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16375,2945.08083333333
"2019","Tanzania","Glasgow Caledonian University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16375,2945.08083333333
"2019","Tanzania","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,20500,2945.08083333333
"2019","Tanzania","Glasgow School of Art","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,20500,2945.08083333333
"2019","Tanzania","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,20500,2945.08083333333
"2019","Tanzania","Glasgow School of Art","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,20500,2945.08083333333
"2019","Tanzania","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,19750,2945.08083333333
"2019","Tanzania","Heriot-Watt University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,19750,2945.08083333333
"2019","Tanzania","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,19750,2945.08083333333
"2019","Tanzania","Heriot-Watt University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,19750,2945.08083333333
"2019","Tanzania","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,15625,2945.08083333333
"2019","Tanzania","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,15625,2945.08083333333
"2019","Tanzania","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,15625,2945.08083333333
"2019","Tanzania","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,15625,2945.08083333333
"2019","Tanzania","Robert Gordon University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16375,2945.08083333333
"2019","Tanzania","Robert Gordon University","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16375,2945.08083333333
"2019","Tanzania","Robert Gordon University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,16375,2945.08083333333
"2019","Tanzania","Robert Gordon University","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,16375,2945.08083333333
"2019","Tanzania","Royal Conservatoire of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,21750,2945.08083333333
"2019","Tanzania","Royal Conservatoire of Scotland","All postgraduate","Full-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,21750,2945.08083333333
"2019","Tanzania","Royal Conservatoire of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","GDP ",0,5.8,21750,2945.08083333333
"2019","Tanzania","Royal Conservatoire of Scotland","All postgraduate","Part-time","2019/2020","Tier 4 + Graduate Route","348","300","Yes","Graduate Route for 2 years","Not Applicable","Yes","348","300","Inflation ",0,2.28,21750,2945.08083333333
