"Date","Price","Open","High","Low","Vol.","Change %"
"01/12/2023","9.0348","9.0088","9.1504","8.9581","","0.31%"
"01/11/2023","9.0071","8.8928","9.1021","8.8518","","1.31%"
"01/10/2023","8.8902","8.9086","9.0071","8.7885","","-0.17%"
"01/09/2023","8.9050","9.1999","9.2238","8.8530","","-3.19%"
"01/08/2023","9.1983","9.1706","9.3307","9.0538","","0.34%"
"01/07/2023","9.1675","9.2009","9.4174","9.1327","","-0.48%"
"01/06/2023","9.2121","8.8469","9.2346","8.7998","","4.16%"
"01/05/2023","8.8438","8.6861","8.8504","8.5948","","1.88%"
"01/04/2023","8.6809","8.4691","8.7001","8.4361","","2.49%"
"01/03/2023","8.4698","8.3350","8.5379","8.2007","","1.64%"
"01/02/2023","8.3329","8.3210","8.4243","8.1182","","0.14%"
"01/01/2023","8.3209","8.3456","8.4464","8.1233","","-0.27%"
