"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Enrollment","FX_Rate","Growth.Indicator","Value","Tuition_Av"
"2015","Kenya","Royal Conservatoire of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,19000
"2015","Kenya","Royal Conservatoire of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,19000
"2015","Kenya","SRUC","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,13375
"2015","Kenya","SRUC","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,13375
"2015","Kenya","SRUC","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,13375
"2015","Kenya","SRUC","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,13375
"2015","Kenya","The University of Dundee","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",180,150.37,"GDP ",4.967721128,16000
"2015","Kenya","The University of Dundee","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",180,150.37,"Inflation ",9.238654684,16000
"2015","Kenya","The University of Dundee","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,150.37,"GDP ",4.967721128,16000
"2015","Kenya","The University of Dundee","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,150.37,"Inflation ",9.238654684,16000
"2015","Kenya","The University of Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",540,150.37,"GDP ",4.967721128,16500
"2015","Kenya","The University of Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",540,150.37,"Inflation ",9.238654684,16500
"2015","Kenya","The University of Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,16500
"2015","Kenya","The University of Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,16500
"2015","Kenya","The University of Glasgow","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",240,150.37,"GDP ",4.967721128,14500
"2015","Kenya","The University of Glasgow","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",240,150.37,"Inflation ",9.238654684,14500
"2015","Kenya","The University of Glasgow","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,14500
"2015","Kenya","The University of Glasgow","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,14500
"2015","Kenya","The University of St. Andrews","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,150.37,"GDP ",4.967721128,19000
"2015","Kenya","The University of St. Andrews","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,150.37,"Inflation ",9.238654684,19000
"2015","Kenya","The University of St. Andrews","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,19000
"2015","Kenya","The University of St. Andrews","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,19000
"2015","Kenya","The University of Stirling","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,14000
"2015","Kenya","The University of Stirling","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,14000
"2015","Kenya","The University of Stirling","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,14000
"2015","Kenya","The University of Stirling","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,14000
"2015","Kenya","The University of Strathclyde","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,150.37,"GDP ",4.967721128,14000
"2015","Kenya","The University of Strathclyde","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,150.37,"Inflation ",9.238654684,14000
"2015","Kenya","The University of Strathclyde","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,150.37,"GDP ",4.967721128,14000
"2015","Kenya","The University of Strathclyde","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,150.37,"Inflation ",9.238654684,14000
"2015","Kenya","The University of the West of Scotland","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,13125
"2015","Kenya","The University of the West of Scotland","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,13125
"2015","Kenya","The University of the West of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,13125
"2015","Kenya","The University of the West of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,13125
"2015","Kenya","University of the Highlands and Islands","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,150.37,"GDP ",4.967721128,12375
"2015","Kenya","University of the Highlands and Islands","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,150.37,"Inflation ",9.238654684,12375
"2015","Kenya","University of the Highlands and Islands","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"GDP ",4.967721128,12375
"2015","Kenya","University of the Highlands and Islands","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,150.37,"Inflation ",9.238654684,12375
"2015","Kuwait","Abertay University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,13375
"2015","Kuwait","Abertay University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,13375
"2015","Kuwait","Abertay University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,13375
"2015","Kuwait","Abertay University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,13375
"2015","Kuwait","Edinburgh Napier University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"GDP ",0.592771759,14500
"2015","Kuwait","Edinburgh Napier University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"Inflation ",-25.95833147,14500
"2015","Kuwait","Edinburgh Napier University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,14500
"2015","Kuwait","Edinburgh Napier University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,14500
"2015","Kuwait","Glasgow Caledonian University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",40,0.46,"GDP ",0.592771759,14875
"2015","Kuwait","Glasgow Caledonian University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",40,0.46,"Inflation ",-25.95833147,14875
"2015","Kuwait","Glasgow Caledonian University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,14875
"2015","Kuwait","Glasgow Caledonian University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,14875
"2015","Kuwait","Glasgow School of Art","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,18000
"2015","Kuwait","Glasgow School of Art","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,18000
"2015","Kuwait","Glasgow School of Art","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,18000
"2015","Kuwait","Glasgow School of Art","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,18000
"2015","Kuwait","Heriot-Watt University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"GDP ",0.592771759,17750
"2015","Kuwait","Heriot-Watt University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"Inflation ",-25.95833147,17750
"2015","Kuwait","Heriot-Watt University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"GDP ",0.592771759,17750
"2015","Kuwait","Heriot-Watt University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"Inflation ",-25.95833147,17750
"2015","Kuwait","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,14125
"2015","Kuwait","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,14125
"2015","Kuwait","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,14125
"2015","Kuwait","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,14125
"2015","Kuwait","Robert Gordon University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,14875
"2015","Kuwait","Robert Gordon University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,14875
"2015","Kuwait","Robert Gordon University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,14875
"2015","Kuwait","Robert Gordon University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,14875
"2015","Kuwait","Royal Conservatoire of Scotland","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,19000
"2015","Kuwait","Royal Conservatoire of Scotland","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,19000
"2015","Kuwait","Royal Conservatoire of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,19000
"2015","Kuwait","Royal Conservatoire of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,19000
"2015","Kuwait","SRUC","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,13375
"2015","Kuwait","SRUC","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,13375
"2015","Kuwait","SRUC","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,13375
"2015","Kuwait","SRUC","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,13375
"2015","Kuwait","The University of Dundee","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,16000
"2015","Kuwait","The University of Dundee","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,16000
"2015","Kuwait","The University of Dundee","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,16000
"2015","Kuwait","The University of Dundee","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,16000
"2015","Kuwait","The University of Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"GDP ",0.592771759,16500
"2015","Kuwait","The University of Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"Inflation ",-25.95833147,16500
"2015","Kuwait","The University of Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,16500
"2015","Kuwait","The University of Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,16500
"2015","Kuwait","The University of Glasgow","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,0.46,"GDP ",0.592771759,14500
"2015","Kuwait","The University of Glasgow","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",60,0.46,"Inflation ",-25.95833147,14500
"2015","Kuwait","The University of Glasgow","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,14500
"2015","Kuwait","The University of Glasgow","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,14500
"2015","Kuwait","The University of St. Andrews","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,19000
"2015","Kuwait","The University of St. Andrews","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,19000
"2015","Kuwait","The University of St. Andrews","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,19000
"2015","Kuwait","The University of St. Andrews","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,19000
"2015","Kuwait","The University of Stirling","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"GDP ",0.592771759,14000
"2015","Kuwait","The University of Stirling","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"Inflation ",-25.95833147,14000
"2015","Kuwait","The University of Stirling","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,14000
"2015","Kuwait","The University of Stirling","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,14000
"2015","Kuwait","The University of Strathclyde","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",40,0.46,"GDP ",0.592771759,14000
"2015","Kuwait","The University of Strathclyde","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",40,0.46,"Inflation ",-25.95833147,14000
"2015","Kuwait","The University of Strathclyde","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"GDP ",0.592771759,14000
"2015","Kuwait","The University of Strathclyde","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",20,0.46,"Inflation ",-25.95833147,14000
"2015","Kuwait","The University of the West of Scotland","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,13125
"2015","Kuwait","The University of the West of Scotland","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,13125
"2015","Kuwait","The University of the West of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,13125
"2015","Kuwait","The University of the West of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,13125
"2015","Kuwait","University of the Highlands and Islands","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,12375
"2015","Kuwait","University of the Highlands and Islands","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,12375
"2015","Kuwait","University of the Highlands and Islands","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"GDP ",0.592771759,12375
"2015","Kuwait","University of the Highlands and Islands","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,0.46,"Inflation ",-25.95833147,12375
"2015","Libya","Abertay University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,13375
"2015","Libya","Abertay University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,13375
"2015","Libya","Abertay University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,13375
"2015","Libya","Abertay University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,13375
"2015","Libya","Edinburgh Napier University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",35,2.03,"GDP ",-0.842656252,14500
"2015","Libya","Edinburgh Napier University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",35,2.03,"Inflation ",-7.040707272,14500
"2015","Libya","Edinburgh Napier University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,14500
"2015","Libya","Edinburgh Napier University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,14500
"2015","Libya","Glasgow Caledonian University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",105,2.03,"GDP ",-0.842656252,14875
"2015","Libya","Glasgow Caledonian University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",105,2.03,"Inflation ",-7.040707272,14875
"2015","Libya","Glasgow Caledonian University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,14875
"2015","Libya","Glasgow Caledonian University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,14875
"2015","Libya","Glasgow School of Art","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,18000
"2015","Libya","Glasgow School of Art","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,18000
"2015","Libya","Glasgow School of Art","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,18000
"2015","Libya","Glasgow School of Art","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,18000
"2015","Libya","Heriot-Watt University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",175,2.03,"GDP ",-0.842656252,17750
"2015","Libya","Heriot-Watt University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",175,2.03,"Inflation ",-7.040707272,17750
"2015","Libya","Heriot-Watt University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,17750
"2015","Libya","Heriot-Watt University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,17750
"2015","Libya","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,14125
"2015","Libya","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,14125
"2015","Libya","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,14125
"2015","Libya","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,14125
"2015","Libya","Robert Gordon University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,14875
"2015","Libya","Robert Gordon University","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,14875
"2015","Libya","Robert Gordon University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,14875
"2015","Libya","Robert Gordon University","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,14875
"2015","Libya","Royal Conservatoire of Scotland","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,19000
"2015","Libya","Royal Conservatoire of Scotland","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,19000
"2015","Libya","Royal Conservatoire of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,19000
"2015","Libya","Royal Conservatoire of Scotland","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,19000
"2015","Libya","SRUC","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,13375
"2015","Libya","SRUC","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,13375
"2015","Libya","SRUC","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"GDP ",-0.842656252,13375
"2015","Libya","SRUC","All postgraduate","Part-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",0,2.03,"Inflation ",-7.040707272,13375
"2015","Libya","The University of Dundee","All postgraduate","Full-time","2015/2016","Tier 4 (General)","322","150","Not Applicable","None","None","Yes","322","150","September","January",105,2.03,"GDP ",-0.842656252,16000
