"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Enrollment","FX_Rate","Growth.Indicator","Value","Tuition_Av"
"2018","Thailand","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,21000
"2018","Thailand","Royal Conservatoire of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"GDP ",4.222870287,21000
"2018","Thailand","Royal Conservatoire of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,21000
"2018","Thailand","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"GDP ",4.222870287,14500
"2018","Thailand","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,14500
"2018","Thailand","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",360,42.9,"GDP ",4.222870287,17500
"2018","Thailand","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",360,42.9,"Inflation ",1.428586164,17500
"2018","Thailand","The University of Dundee","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"GDP ",4.222870287,17500
"2018","Thailand","The University of Dundee","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,17500
"2018","Thailand","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",1080,42.9,"GDP ",4.222870287,18500
"2018","Thailand","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",1080,42.9,"Inflation ",1.428586164,18500
"2018","Thailand","The University of Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"GDP ",4.222870287,18500
"2018","Thailand","The University of Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,18500
"2018","Thailand","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",1140,42.9,"GDP ",4.222870287,16000
"2018","Thailand","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",1140,42.9,"Inflation ",1.428586164,16000
"2018","Thailand","The University of Glasgow","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"GDP ",4.222870287,16000
"2018","Thailand","The University of Glasgow","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,16000
"2018","Thailand","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",180,42.9,"GDP ",4.222870287,21000
"2018","Thailand","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",180,42.9,"Inflation ",1.428586164,21000
"2018","Thailand","The University of St. Andrews","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"GDP ",4.222870287,21000
"2018","Thailand","The University of St. Andrews","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,21000
"2018","Thailand","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",420,42.9,"GDP ",4.222870287,15500
"2018","Thailand","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",420,42.9,"Inflation ",1.428586164,15500
"2018","Thailand","The University of Stirling","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"GDP ",4.222870287,15500
"2018","Thailand","The University of Stirling","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,15500
"2018","Thailand","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",1560,42.9,"GDP ",4.222870287,15500
"2018","Thailand","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",1560,42.9,"Inflation ",1.428586164,15500
"2018","Thailand","The University of Strathclyde","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,42.9,"GDP ",4.222870287,15500
"2018","Thailand","The University of Strathclyde","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,42.9,"Inflation ",1.428586164,15500
"2018","Thailand","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,42.9,"GDP ",4.222870287,14250
"2018","Thailand","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,42.9,"Inflation ",1.428586164,14250
"2018","Thailand","The University of the West of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"GDP ",4.222870287,14250
"2018","Thailand","The University of the West of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,14250
"2018","Thailand","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"GDP ",4.222870287,13500
"2018","Thailand","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,13500
"2018","Thailand","University of the Highlands and Islands","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"GDP ",4.222870287,13500
"2018","Thailand","University of the Highlands and Islands","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9,"Inflation ",1.428586164,13500
"2018","Turkey","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,14500
"2018","Turkey","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,14500
"2018","Turkey","Abertay University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,14500
"2018","Turkey","Abertay University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,14500
"2018","Turkey","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,6.42,"GDP ",3.013179908,16000
"2018","Turkey","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,6.42,"Inflation ",16.51227946,16000
"2018","Turkey","Edinburgh Napier University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,16000
"2018","Turkey","Edinburgh Napier University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,16000
"2018","Turkey","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,16000
"2018","Turkey","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,16000
"2018","Turkey","Glasgow Caledonian University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,16000
"2018","Turkey","Glasgow Caledonian University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,16000
"2018","Turkey","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,20000
"2018","Turkey","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,20000
"2018","Turkey","Glasgow School of Art","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,20000
"2018","Turkey","Glasgow School of Art","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,20000
"2018","Turkey","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,6.42,"GDP ",3.013179908,19250
"2018","Turkey","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,6.42,"Inflation ",16.51227946,19250
"2018","Turkey","Heriot-Watt University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,19250
"2018","Turkey","Heriot-Watt University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,19250
"2018","Turkey","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,15250
"2018","Turkey","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,15250
"2018","Turkey","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,15250
"2018","Turkey","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,15250
"2018","Turkey","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,16000
"2018","Turkey","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,16000
"2018","Turkey","Robert Gordon University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,16000
"2018","Turkey","Robert Gordon University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,16000
"2018","Turkey","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,21000
"2018","Turkey","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,21000
"2018","Turkey","Royal Conservatoire of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,21000
"2018","Turkey","Royal Conservatoire of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,21000
"2018","Turkey","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,14500
"2018","Turkey","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,14500
"2018","Turkey","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,6.42,"GDP ",3.013179908,17500
"2018","Turkey","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,6.42,"Inflation ",16.51227946,17500
"2018","Turkey","The University of Dundee","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,17500
"2018","Turkey","The University of Dundee","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,17500
"2018","Turkey","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",660,6.42,"GDP ",3.013179908,18500
"2018","Turkey","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",660,6.42,"Inflation ",16.51227946,18500
"2018","Turkey","The University of Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,6.42,"GDP ",3.013179908,18500
"2018","Turkey","The University of Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,6.42,"Inflation ",16.51227946,18500
"2018","Turkey","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",300,6.42,"GDP ",3.013179908,16000
"2018","Turkey","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",300,6.42,"Inflation ",16.51227946,16000
"2018","Turkey","The University of Glasgow","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,16000
"2018","Turkey","The University of Glasgow","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,16000
"2018","Turkey","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,6.42,"GDP ",3.013179908,21000
"2018","Turkey","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,6.42,"Inflation ",16.51227946,21000
"2018","Turkey","The University of St. Andrews","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,21000
"2018","Turkey","The University of St. Andrews","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,21000
"2018","Turkey","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,6.42,"GDP ",3.013179908,15500
"2018","Turkey","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,6.42,"Inflation ",16.51227946,15500
"2018","Turkey","The University of Stirling","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,15500
"2018","Turkey","The University of Stirling","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,15500
"2018","Turkey","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",300,6.42,"GDP ",3.013179908,15500
"2018","Turkey","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",300,6.42,"Inflation ",16.51227946,15500
"2018","Turkey","The University of Strathclyde","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,15500
"2018","Turkey","The University of Strathclyde","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,15500
"2018","Turkey","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",660,6.42,"GDP ",3.013179908,14250
"2018","Turkey","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",660,6.42,"Inflation ",16.51227946,14250
"2018","Turkey","The University of the West of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,14250
"2018","Turkey","The University of the West of Scotland","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,14250
"2018","Turkey","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,13500
"2018","Turkey","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,13500
"2018","Turkey","University of the Highlands and Islands","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"GDP ",3.013179908,13500
"2018","Turkey","University of the Highlands and Islands","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,6.42,"Inflation ",16.51227946,13500
"2018","Uganda","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,14500
"2018","Uganda","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,14500
"2018","Uganda","Abertay University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,14500
"2018","Uganda","Abertay University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,14500
"2018","Uganda","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,16000
"2018","Uganda","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,16000
"2018","Uganda","Edinburgh Napier University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,16000
"2018","Uganda","Edinburgh Napier University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,16000
"2018","Uganda","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,16000
"2018","Uganda","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,16000
"2018","Uganda","Glasgow Caledonian University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,16000
"2018","Uganda","Glasgow Caledonian University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,16000
"2018","Uganda","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,20000
"2018","Uganda","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,20000
"2018","Uganda","Glasgow School of Art","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,20000
"2018","Uganda","Glasgow School of Art","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,20000
"2018","Uganda","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,19250
"2018","Uganda","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,19250
"2018","Uganda","Heriot-Watt University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,19250
"2018","Uganda","Heriot-Watt University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,19250
"2018","Uganda","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,15250
"2018","Uganda","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,15250
"2018","Uganda","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,15250
"2018","Uganda","Queen Margaret University, Edinburgh","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,15250
"2018","Uganda","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,16000
"2018","Uganda","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"Inflation ",4.443385272,16000
"2018","Uganda","Robert Gordon University","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,4959.14,"GDP ",6.303923783,16000
