"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Enrollment","FX_Rate"
"2018","Japan","The University of Aberdeen","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,146.63
"2018","Japan","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,146.63
"2018","Japan","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",600,146.63
"2018","Japan","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,146.63
"2018","Japan","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,146.63
"2018","Japan","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,146.63
"2018","Japan","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,146.63
"2018","Japan","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,146.63
"2018","Japan","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,146.63
"2018","Kenya","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,134.62
"2018","Kenya","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,134.62
"2018","Kenya","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,134.62
"2018","Kenya","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,134.62
"2018","Kenya","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,134.62
"2018","Kenya","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,134.62
"2018","Kenya","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,134.62
"2018","Kenya","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,134.62
"2018","Kenya","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,134.62
"2018","Kenya","The University of Aberdeen","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,134.62
"2018","Kenya","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,134.62
"2018","Kenya","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",180,134.62
"2018","Kenya","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,134.62
"2018","Kenya","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,134.62
"2018","Kenya","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,134.62
"2018","Kenya","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,134.62
"2018","Kenya","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,134.62
"2018","Kenya","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,134.62
"2018","Kuwait","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.41
"2018","Kuwait","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.41
"2018","Kuwait","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",40,0.41
"2018","Kuwait","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.41
"2018","Kuwait","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",20,0.41
"2018","Kuwait","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.41
"2018","Kuwait","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.41
"2018","Kuwait","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.41
"2018","Kuwait","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.41
"2018","Kuwait","The University of Aberdeen","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",80,0.41
"2018","Kuwait","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",20,0.41
"2018","Kuwait","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",40,0.41
"2018","Kuwait","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",80,0.41
"2018","Kuwait","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.41
"2018","Kuwait","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",20,0.41
"2018","Kuwait","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,0.41
"2018","Kuwait","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.41
"2018","Kuwait","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.41
"2018","Libya","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",40,1.8
"2018","Libya","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","The University of Aberdeen","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",40,1.8
"2018","Libya","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",80,1.8
"2018","Libya","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",160,1.8
"2018","Libya","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Libya","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",80,1.8
"2018","Libya","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",40,1.8
"2018","Libya","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,1.8
"2018","Nigeria","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,406.44
"2018","Nigeria","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","The University of Aberdeen","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Nigeria","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,406.44
"2018","Oman","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.52
"2018","Oman","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.52
"2018","Oman","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",30,0.52
"2018","Oman","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.52
"2018","Oman","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,0.52
"2018","Oman","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",30,0.52
"2018","Oman","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,0.52
"2018","Oman","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.52
"2018","Oman","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.52
"2018","Oman","The University of Aberdeen","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,0.52
"2018","Oman","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",30,0.52
"2018","Oman","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",90,0.52
"2018","Oman","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",90,0.52
"2018","Oman","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.52
"2018","Oman","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",30,0.52
"2018","Oman","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,0.52
"2018","Oman","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.52
"2018","Oman","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,0.52
"2018","Pakistan","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,90.91
"2018","Pakistan","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",360,90.91
"2018","Pakistan","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",840,90.91
"2018","Pakistan","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,90.91
"2018","Pakistan","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",180,90.91
"2018","Pakistan","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,90.91
"2018","Pakistan","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",180,90.91
"2018","Pakistan","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,90.91
"2018","Pakistan","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,90.91
"2018","Pakistan","The University of Aberdeen","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",240,90.91
"2018","Pakistan","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",360,90.91
"2018","Pakistan","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",540,90.91
"2018","Pakistan","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",480,90.91
"2018","Pakistan","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,90.91
"2018","Pakistan","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,90.91
"2018","Pakistan","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",360,90.91
"2018","Pakistan","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",960,90.91
"2018","Pakistan","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,90.91
"2018","Tanzania","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","The University of Aberdeen","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Tanzania","University of the Highlands and Islands","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,3024.43
"2018","Thailand","Abertay University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9
"2018","Thailand","Edinburgh Napier University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",180,42.9
"2018","Thailand","Glasgow Caledonian University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,42.9
"2018","Thailand","Glasgow School of Art","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,42.9
"2018","Thailand","Heriot-Watt University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",360,42.9
"2018","Thailand","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9
"2018","Thailand","Robert Gordon University","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",120,42.9
"2018","Thailand","Royal Conservatoire of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9
"2018","Thailand","SRUC","All postgraduate","Part-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",0,42.9
"2018","Thailand","The University of Aberdeen","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",660,42.9
"2018","Thailand","The University of Dundee","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",360,42.9
"2018","Thailand","The University of Edinburgh","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",1080,42.9
"2018","Thailand","The University of Glasgow","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",1140,42.9
"2018","Thailand","The University of St. Andrews","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",180,42.9
"2018","Thailand","The University of Stirling","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",420,42.9
"2018","Thailand","The University of Strathclyde","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",1560,42.9
"2018","Thailand","The University of the West of Scotland","All postgraduate","Full-time","2018/2019","Tier 4 Pilot","348","150","Tier 2 Only","Companny Dependent","20800","Yes","348","150","September","January",60,42.9
