"Fiscal_Year","Country","HE.Provider","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Enrollment","FX_Rate"
"2016","China","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",240,8.94
"2016","China","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,8.94
"2016","Gambia","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",120,56.5
"2016","Gambia","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","The University of Aberdeen","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Gambia","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,56.5
"2016","Ghana","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,5.33
"2016","Ghana","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,5.33
"2016","Ghana","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",120,5.33
"2016","Ghana","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,5.33
"2016","Ghana","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",240,5.33
"2016","Ghana","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,5.33
"2016","Ghana","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",600,5.33
"2016","Ghana","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,5.33
"2016","Ghana","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,5.33
"2016","Ghana","The University of Aberdeen","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",360,5.33
"2016","Ghana","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",240,5.33
"2016","Ghana","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",180,5.33
"2016","Ghana","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",120,5.33
"2016","Ghana","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,5.33
"2016","Ghana","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",180,5.33
"2016","Ghana","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",180,5.33
"2016","Ghana","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",240,5.33
"2016","Ghana","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,5.33
"2016","India","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,90.37
"2016","India","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",900,90.37
"2016","India","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",1020,90.37
"2016","India","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",120,90.37
"2016","India","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",720,90.37
"2016","India","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,90.37
"2016","India","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",540,90.37
"2016","India","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,90.37
"2016","India","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,90.37
"2016","India","The University of Aberdeen","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",480,90.37
"2016","India","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",660,90.37
"2016","India","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",1980,90.37
"2016","India","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",960,90.37
"2016","India","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",360,90.37
"2016","India","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",600,90.37
"2016","India","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",1920,90.37
"2016","India","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",720,90.37
"2016","India","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,90.37
"2016","Japan","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,146.81
"2016","Japan","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,146.81
"2016","Japan","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,146.81
"2016","Japan","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,146.81
"2016","Japan","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,146.81
"2016","Japan","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,146.81
"2016","Japan","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,146.81
"2016","Japan","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,146.81
"2016","Japan","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,146.81
"2016","Japan","The University of Aberdeen","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,146.81
"2016","Japan","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,146.81
"2016","Japan","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",480,146.81
"2016","Japan","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",240,146.81
"2016","Japan","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",120,146.81
"2016","Japan","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",240,146.81
"2016","Japan","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,146.81
"2016","Japan","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,146.81
"2016","Japan","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,146.81
"2016","Kenya","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,136.37
"2016","Kenya","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,136.37
"2016","Kenya","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,136.37
"2016","Kenya","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,136.37
"2016","Kenya","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",120,136.37
"2016","Kenya","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,136.37
"2016","Kenya","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,136.37
"2016","Kenya","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,136.37
"2016","Kenya","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,136.37
"2016","Kenya","The University of Aberdeen","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",180,136.37
"2016","Kenya","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",180,136.37
"2016","Kenya","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",660,136.37
"2016","Kenya","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",240,136.37
"2016","Kenya","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",120,136.37
"2016","Kenya","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,136.37
"2016","Kenya","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,136.37
"2016","Kenya","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,136.37
"2016","Kenya","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,136.37
"2016","Kuwait","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.4
"2016","Kuwait","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.4
"2016","Kuwait","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",70,0.4
"2016","Kuwait","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.4
"2016","Kuwait","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",35,0.4
"2016","Kuwait","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.4
"2016","Kuwait","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.4
"2016","Kuwait","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.4
"2016","Kuwait","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.4
"2016","Kuwait","The University of Aberdeen","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",70,0.4
"2016","Kuwait","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",70,0.4
"2016","Kuwait","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",70,0.4
"2016","Kuwait","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",105,0.4
"2016","Kuwait","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.4
"2016","Kuwait","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",35,0.4
"2016","Kuwait","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",105,0.4
"2016","Kuwait","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",35,0.4
"2016","Kuwait","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.4
"2016","Libya","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Libya","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Libya","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",165,1.84
"2016","Libya","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Libya","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",110,1.84
"2016","Libya","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Libya","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Libya","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Libya","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Libya","The University of Aberdeen","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",110,1.84
"2016","Libya","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",110,1.84
"2016","Libya","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Libya","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",165,1.84
"2016","Libya","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Libya","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",55,1.84
"2016","Libya","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",220,1.84
"2016","Libya","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Libya","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,1.84
"2016","Nigeria","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","Royal Conservatoire of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","SRUC","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","The University of Aberdeen","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","The University of Dundee","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,345.82
"2016","Nigeria","The University of Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","The University of Glasgow","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,345.82
"2016","Nigeria","The University of St. Andrews","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","The University of Stirling","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","The University of Strathclyde","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Nigeria","The University of the West of Scotland","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",60,345.82
"2016","Nigeria","University of the Highlands and Islands","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,345.82
"2016","Oman","Abertay University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.52
"2016","Oman","Edinburgh Napier University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.52
"2016","Oman","Glasgow Caledonian University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",105,0.52
"2016","Oman","Glasgow School of Art","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",0,0.52
"2016","Oman","Heriot-Watt University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",105,0.52
"2016","Oman","Queen Margaret University, Edinburgh","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",35,0.52
"2016","Oman","Robert Gordon University","All postgraduate","Full-time","2016/2017","Tier 4 Pilot","328","150","Tier 2 Only","Companny Dependent","20800","Yes","328","150","September","January",70,0.52
