"Country","Fiscal_Year","HE.Provider","FX_Rate","Enrollment","Level.Of.Study","Mode.Of..Study","Academic.Year","Visa.Code","Visa.Fee....","Visa.NHS.Charge....","Visa.After.Graduation","Visa.Work.Requirements.After.Graduation","Salary.Requirements","Dependents.Allowed","Visa.Fee..Dependents","Visa.NHS.Charge.Depen","HE.Provider.Term.1","HE.Provider.Term.2","Growth.Indicator","Value"
"China","2014","Robert Gordon University",9.66,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",9.66,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Robert Gordon University",9.78,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",9.78,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Robert Gordon University",9.95,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",9.95,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Robert Gordon University",9.96,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",9.96,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Robert Gordon University",10.2,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",10.2,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Robert Gordon University",10.29,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",10.29,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Robert Gordon University",10.36,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",10.36,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Robert Gordon University",10.42,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",10.42,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Robert Gordon University",10.46,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",10.46,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Robert Gordon University",10.56,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",10.56,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Robert Gordon University",10.61,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Robert Gordon University",10.61,240,"All postgraduate","Part-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",9.61,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",9.61,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",9.66,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",9.66,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",9.78,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",9.78,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",9.95,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",9.95,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",9.96,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",9.96,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",10.2,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",10.2,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",10.29,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",10.29,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",10.36,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",10.36,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",10.42,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",10.42,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",10.46,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",10.46,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",10.56,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",10.56,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","Royal Conservatoire of Scotland",10.61,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","Royal Conservatoire of Scotland",10.61,50,"All postgraduate","All","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","SRUC",9.61,5,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
"China","2014","SRUC",9.61,5,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","Inflation (annual %)",1.031063688
"China","2014","SRUC",9.66,5,"All postgraduate","Full-time","2014/2015","Tier 4 (General)","310","150","Not Applicable","None","None","Yes","310","150","September","January","GDP (annual %)",7.425763656
